Order.Date,Region,Category,Sub.Category,Sales,Profit,Customer.Name,Segment
2014-05-16,South,Office Supplies,Storage,184,75.32,Michael Moore,Consumer
2014-05-22,Africa,Office Supplies,Storage,122,59.52,Ryan Akin,Consumer
2014-06-17,EMEA,Office Supplies,Storage,60,6.54,Philip Brown,Consumer
2014-06-23,Caribbean,Office Supplies,Storage,179,59.0,Liz Preis,Consumer
2014-07-07,Central,Office Supplies,Storage,22,0.0,Henia Zydlo,Consumer
2014-07-24,North,Office Supplies,Storage,97,12.6,Robert Waldorf,Consumer
2014-08-04,North,Office Supplies,Storage,395,35.52,Alex Avila,Consumer
2014-08-05,North,Office Supplies,Storage,53,21.66,Philip Brown,Consumer
2014-08-25,EMEA,Office Supplies,Storage,115,57.42,Jim Radford,Consumer
2014-08-26,EMEA,Office Supplies,Storage,273,57.24,Logan Haushalter,Consumer
2014-09-05,Central,Office Supplies,Storage,13,4.04,John Lucas,Consumer
2014-09-08,Central,Office Supplies,Storage,23,0.0,Sarah Foster,Consumer
2014-10-08,Canada,Office Supplies,Storage,31,14.28,Scott Williamson,Consumer
2014-10-29,North,Office Supplies,Storage,48,0.9,Sean Christensen,Consumer
2014-11-01,EMEA,Office Supplies,Storage,398,111.36,Christina DeMoss,Consumer
2014-11-11,EMEA,Office Supplies,Storage,35,1.02,Cari Schnelling,Consumer
2014-11-12,South,Office Supplies,Storage,26,2.08,Ricardo Emerson,Consumer
2014-11-13,EMEA,Office Supplies,Storage,61,4.86,Bryan Mills,Consumer
2014-11-18,EMEA,Office Supplies,Storage,257,2.52,Matt Collins,Consumer
2014-11-24,Africa,Office Supplies,Storage,114,46.62,Jennifer Ferguson,Consumer
2014-11-25,North Asia,Office Supplies,Storage,22,5.4,Karen Daniels,Consumer
2014-11-26,North,Office Supplies,Storage,64,19.2,Greg Hansen,Consumer
2014-12-04,Oceania,Office Supplies,Storage,275,137.34,Doug Bickford,Consumer
2014-12-12,Caribbean,Office Supplies,Storage,171,56.24,Liz Preis,Consumer
2014-12-30,Africa,Office Supplies,Storage,116,42.78,Gary McGarr,Consumer
2011-02-11,EMEA,Office Supplies,Storage,49,22.02,Lisa DeCherney,Consumer
2011-02-12,Africa,Office Supplies,Storage,57,3.99,Eric Murdock,Consumer
2011-02-12,Africa,Office Supplies,Storage,48,22.08,Eric Murdock,Consumer
2011-04-21,Central,Office Supplies,Storage,86,39.38,Speros Goranitis,Consumer
2011-05-05,EMEA,Office Supplies,Storage,24,2.88,Paul MacIntyre,Consumer
2011-05-17,Central,Office Supplies,Storage,32,1.6,Craig Carreira,Consumer
2011-06-07,EMEA,Office Supplies,Storage,10,2.64,Cynthia Arntzen,Consumer
2011-07-13,Central,Office Supplies,Storage,38,4.14,Justin Hirsh,Consumer
2011-07-23,South,Office Supplies,Storage,41,4.52,Gene McClure,Consumer
2011-08-04,Africa,Office Supplies,Storage,49,11.85,Lena Radford,Consumer
2011-09-17,Central Asia,Office Supplies,Storage,55,17.07,Khloe Miller,Consumer
2011-09-23,North Asia,Office Supplies,Storage,207,4.14,Alejandro Grove,Consumer
2011-10-07,North Asia,Office Supplies,Storage,206,66.03,Toby Ritter,Consumer
2011-10-27,North Asia,Office Supplies,Storage,11,2.7,Sarah Bern,Consumer
2011-10-31,EMEA,Office Supplies,Storage,208,91.41,Richard Eichhorn,Consumer
2011-11-01,Canada,Office Supplies,Storage,128,1.26,Logan Currie,Consumer
2011-11-03,Africa,Office Supplies,Storage,24,0.45,Christopher Conant,Consumer
2011-11-07,EMEA,Office Supplies,Storage,135,63.24,Richard Eichhorn,Consumer
2011-11-11,North,Office Supplies,Storage,86,39.38,Natalie DeCherney,Consumer
2011-11-19,Africa,Office Supplies,Storage,11,2.79,Lycoris Saunders,Consumer
2011-11-23,EMEA,Office Supplies,Storage,17,2.07,Rose O'Brian,Consumer
2011-12-08,North,Office Supplies,Storage,135,63.24,Andrew Allen,Consumer
2011-12-08,Africa,Office Supplies,Storage,54,11.37,Joseph Holt,Consumer
2012-01-05,Africa,Office Supplies,Storage,17,0.99,Rob Beeghly,Consumer
2012-01-08,EMEA,Office Supplies,Storage,16,1.59,Carlos Daly,Consumer
2012-01-19,Africa,Office Supplies,Storage,136,28.62,Darren Powers,Consumer
2012-03-19,Africa,Office Supplies,Storage,17,4.11,Liz MacKendrick,Consumer
2012-06-01,EMEA,Office Supplies,Storage,56,14.1,Jas O'Carroll,Consumer
2012-06-15,EMEA,Office Supplies,Storage,212,14.79,Marc Crier,Consumer
2012-07-04,South,Office Supplies,Storage,15,5.2,Doug Bickford,Consumer
2012-09-24,Africa,Office Supplies,Storage,27,6.18,Karl Braun,Consumer
2012-09-26,Central,Office Supplies,Storage,38,18.96,Naresj Patel,Consumer
2012-10-24,EMEA,Office Supplies,Storage,47,3.78,Karl Braun,Consumer
2012-10-29,EMEA,Office Supplies,Storage,197,39.39,Gene McClure,Consumer
2012-11-04,Africa,Office Supplies,Storage,133,23.97,Jeremy Farry,Consumer
2012-11-05,EMEA,Office Supplies,Storage,26,10.83,Nathan Cano,Consumer
2012-11-20,EMEA,Office Supplies,Storage,62,24.84,Jasper Cacioppo,Consumer
2012-11-20,Africa,Office Supplies,Storage,198,89.28,Arthur Prichep,Consumer
2012-12-03,Central,Office Supplies,Storage,49,16.14,Erica Smith,Consumer
2012-12-13,Africa,Office Supplies,Storage,205,57.27,Benjamin Patterson,Consumer
2013-01-14,Africa,Office Supplies,Storage,63,18.78,Brian Stugart,Consumer
2013-03-04,Central,Office Supplies,Storage,11,1.92,Erin Mull,Consumer
2013-04-05,Africa,Office Supplies,Storage,17,0.51,Brian Stugart,Consumer
2013-04-15,EMEA,Office Supplies,Storage,204,12.24,Pamela Stobb,Consumer
2013-04-17,Africa,Office Supplies,Storage,58,15.03,Tracy Zic,Consumer
2013-05-08,North,Office Supplies,Storage,39,8.1,Paul MacIntyre,Consumer
2013-07-04,North,Office Supplies,Storage,94,0.94,Kean Thornton,Consumer
2013-08-14,EMEA,Office Supplies,Storage,49,22.02,Ricardo Emerson,Consumer
2013-08-16,Africa,Office Supplies,Storage,63,18.78,Katherine Hughes,Consumer
2013-08-24,Africa,Office Supplies,Storage,31,4.35,Pete Kriz,Consumer
2013-09-03,EMEA,Office Supplies,Storage,204,12.24,Richard Bierner,Consumer
2013-09-16,Africa,Office Supplies,Storage,22,10.68,Olvera Toch,Consumer
2013-09-19,North,Office Supplies,Storage,11,3.96,Alex Avila,Consumer
2013-09-20,Canada,Office Supplies,Storage,26,13.2,Maribeth Dona,Consumer
2013-10-11,Africa,Office Supplies,Storage,48,0.0,Delfina Latchford,Consumer
2013-10-11,Africa,Office Supplies,Storage,49,14.67,Delfina Latchford,Consumer
2013-11-01,EMEA,Office Supplies,Storage,9,2.97,Russell D'Ascenzo,Consumer
2013-11-11,EMEA,Office Supplies,Storage,55,2.73,Zuschuss Donatelli,Consumer
2013-11-16,Oceania,Office Supplies,Storage,48,0.0,Jonathan Howell,Consumer
2013-11-28,EMEA,Office Supplies,Storage,129,9.0,Aimee Bixby,Consumer
2013-12-03,EMEA,Office Supplies,Storage,22,10.68,Shahid Shariari,Consumer
2013-12-04,EMEA,Office Supplies,Storage,142,36.81,Carlos Daly,Consumer
2013-12-06,North,Office Supplies,Storage,32,1.6,Eric Murdock,Consumer
2013-12-20,EMEA,Office Supplies,Storage,198,97.2,Cari Schnelling,Consumer
2013-12-22,Canada,Office Supplies,Storage,18,4.11,Shahid Shariari,Consumer
2013-12-23,EMEA,Office Supplies,Storage,17,2.88,Sonia Cooley,Consumer
2013-12-24,Africa,Office Supplies,Storage,22,10.68,George Ashbrook,Consumer
2013-12-25,EMEA,Office Supplies,Storage,197,17.76,Gene McClure,Consumer
2013-12-25,EMEA,Office Supplies,Storage,53,26.64,Gene McClure,Consumer
2014-01-13,EMEA,Office Supplies,Storage,11,3.96,Brian Dahlen,Consumer
2014-01-21,EMEA,Office Supplies,Storage,206,92.88,Jay Kimmel,Consumer
2014-01-21,EMEA,Office Supplies,Storage,198,33.72,Jay Kimmel,Consumer
2014-01-29,EMEA,Office Supplies,Storage,11,0.0,Karl Braun,Consumer
2014-02-12,EMEA,Office Supplies,Storage,58,13.86,Patrick Gardner,Consumer
2014-02-24,EMEA,Office Supplies,Storage,208,91.41,Chad McGuire,Consumer
2014-03-07,Africa,Office Supplies,Storage,57,3.99,Allen Armold,Consumer
2014-03-10,EMEA,Office Supplies,Storage,19,8.61,Joni Blumstein,Consumer
2014-03-12,Africa,Office Supplies,Storage,61,18.96,Eric Hoffmann,Consumer
2014-03-17,Africa,Office Supplies,Storage,197,39.39,Roger Demir,Consumer
2014-03-17,Africa,Office Supplies,Storage,48,6.3,Roger Demir,Consumer
2014-04-11,Africa,Office Supplies,Storage,48,15.84,Sam Craven,Consumer
2014-05-04,Africa,Office Supplies,Storage,61,18.96,Amy Hunt,Consumer
2014-05-16,Africa,Office Supplies,Storage,49,1.44,Erin Creighton,Consumer
2014-05-16,Africa,Office Supplies,Storage,129,9.0,Erin Creighton,Consumer
2014-05-20,Africa,Office Supplies,Storage,23,4.86,Chad McGuire,Consumer
2014-05-24,Africa,Office Supplies,Storage,56,14.1,Andy Reiter,Consumer
2014-05-27,Africa,Office Supplies,Storage,55,10.47,Joy Smith,Consumer
2014-05-29,EMEA,Office Supplies,Storage,137,0.0,Mark Hamilton,Consumer
2014-05-29,EMEA,Office Supplies,Storage,22,10.68,Mark Hamilton,Consumer
2014-06-06,Africa,Office Supplies,Storage,128,55.17,Evan Henry,Consumer
2014-06-06,Africa,Office Supplies,Storage,203,62.97,Evan Henry,Consumer
2014-06-13,EMEA,Office Supplies,Storage,10,2.64,Richard Eichhorn,Consumer
2014-06-14,EMEA,Office Supplies,Storage,31,0.6,Dan Campbell,Consumer
2014-06-14,Africa,Office Supplies,Storage,17,2.07,Randy Bradley,Consumer
2014-06-26,EMEA,Office Supplies,Storage,17,7.41,Hunter Lopez,Consumer
2014-06-30,EMEA,Office Supplies,Storage,55,5.46,Joseph Holt,Consumer
2014-07-08,EMEA,Office Supplies,Storage,57,3.99,Meg Tillman,Consumer
2014-07-16,EMEA,Office Supplies,Storage,206,92.88,Eugene Barchas,Consumer
2014-07-22,North,Office Supplies,Storage,207,35.25,Patrick O'Brill,Consumer
2014-07-30,EMEA,Office Supplies,Storage,24,2.88,Tom Boeckenhauer,Consumer
2014-08-04,EMEA,Office Supplies,Storage,23,7.65,Roland Fjeld,Consumer
2014-08-04,North,Office Supplies,Storage,23,7.65,Alex Avila,Consumer
2014-08-07,EMEA,Office Supplies,Storage,137,54.9,Ken Lonsdale,Consumer
2014-08-07,Central,Office Supplies,Storage,39,8.1,Clay Cheatham,Consumer
2014-08-19,EMEA,Office Supplies,Storage,17,2.07,Chris Cortes,Consumer
2014-08-21,Africa,Office Supplies,Storage,198,96.99,Jay Fein,Consumer
2014-08-25,EMEA,Office Supplies,Storage,212,93.12,Jim Radford,Consumer
2014-09-05,EMEA,Office Supplies,Storage,24,2.88,George Ashbrook,Consumer
2014-09-22,Africa,Office Supplies,Storage,24,0.45,Bruce Degenhardt,Consumer
2014-10-17,EMEA,Office Supplies,Storage,62,3.09,Katherine Ducich,Consumer
2014-11-10,EMEA,Office Supplies,Storage,128,55.17,Anna Andreadi,Consumer
2014-11-11,EMEA,Office Supplies,Storage,17,4.11,Cari Schnelling,Consumer
2014-11-13,Africa,Office Supplies,Storage,128,55.17,Carlos Meador,Consumer
2014-11-15,Africa,Office Supplies,Storage,62,18.48,Caroline Jumper,Consumer
2014-11-18,Canada,Office Supplies,Storage,19,8.61,Lisa DeCherney,Consumer
2014-11-18,EMEA,Office Supplies,Storage,31,2.43,Matt Collins,Consumer
2014-11-21,EMEA,Office Supplies,Storage,31,4.35,Mike Kennedy,Consumer
2014-11-24,EMEA,Office Supplies,Storage,136,28.62,Nora Preis,Consumer
2014-12-04,Africa,Office Supplies,Storage,135,63.24,Ryan Akin,Consumer
2014-12-09,EMEA,Office Supplies,Storage,56,14.1,Maria Bertelson,Consumer
2014-12-12,Caribbean,Office Supplies,Storage,7,3.34,Liz Preis,Consumer
2014-12-17,EMEA,Office Supplies,Storage,54,6.42,Darren Powers,Consumer
2014-12-23,EMEA,Office Supplies,Storage,18,5.43,Muhammed Lee,Consumer
2014-12-25,EMEA,Office Supplies,Storage,11,3.96,Liz Carlisle,Consumer
2011-05-30,EMEA,Office Supplies,Art,46,7.29,Arianne Irving,Consumer
2011-06-03,EMEA,Office Supplies,Art,24,4.56,Clay Cheatham,Consumer
2011-09-06,EMEA,Office Supplies,Art,12,5.01,Sandra Flanagan,Consumer
2011-09-26,Canada,Office Supplies,Art,30,6.84,Darren Powers,Consumer
2011-11-07,EMEA,Office Supplies,Art,49,7.89,Richard Eichhorn,Consumer
2011-12-01,North Asia,Office Supplies,Art,30,10.65,Christy Brittain,Consumer
2011-12-27,EMEA,Office Supplies,Art,15,2.61,Magdelene Morse,Consumer
2012-01-04,EMEA,Office Supplies,Art,20,5.22,Roy Französisch,Consumer
2012-02-24,EMEA,Office Supplies,Art,25,9.78,Greg Matthias,Consumer
2012-02-25,North Asia,Office Supplies,Art,26,1.29,Shahid Shariari,Consumer
2012-03-29,EMEA,Office Supplies,Art,15,2.61,Nora Paige,Consumer
2012-05-11,Central Asia,Office Supplies,Art,17,7.92,Raymond Buch,Consumer
2012-06-15,Oceania,Office Supplies,Art,27,11.31,Maxwell Schwartz,Consumer
2012-08-06,EMEA,Office Supplies,Art,16,0.63,Max Engle,Consumer
2012-08-20,Canada,Office Supplies,Art,26,2.37,Seth Vernon,Consumer
2012-10-31,EMEA,Office Supplies,Art,55,9.87,Trudy Schmidt,Consumer
2012-11-08,North,Office Supplies,Art,16,3.1,Annie Thurman,Consumer
2012-11-20,EMEA,Office Supplies,Art,54,4.29,Jasper Cacioppo,Consumer
2012-11-20,EMEA,Office Supplies,Art,14,4.77,Jasper Cacioppo,Consumer
2013-01-10,North Asia,Office Supplies,Art,29,6.09,Patrick Gardner,Consumer
2013-02-22,Canada,Office Supplies,Art,32,12.21,Natalie Webber,Consumer
2013-03-16,Canada,Office Supplies,Art,26,6.78,Chris Cortes,Consumer
2013-03-23,South,Office Supplies,Art,10,3.92,Keith Herrera,Consumer
2013-03-25,EMEA,Office Supplies,Art,52,8.76,Bruce Degenhardt,Consumer
2013-04-12,EMEA,Office Supplies,Art,11,2.64,Justin Hirsh,Consumer
2013-04-12,EMEA,Office Supplies,Art,29,3.78,Joni Blumstein,Consumer
2013-04-29,EMEA,Office Supplies,Art,27,1.05,Sanjit Chand,Consumer
2013-05-09,EMEA,Office Supplies,Art,28,1.11,Ivan Liston,Consumer
2013-05-21,Central,Office Supplies,Art,7,2.72,Maribeth Schnelling,Consumer
2013-07-17,EMEA,Office Supplies,Art,24,0.45,Christopher Conant,Consumer
2013-08-30,EMEA,Office Supplies,Art,46,7.29,Eric Hoffmann,Consumer
2013-09-25,North Asia,Office Supplies,Art,54,17.7,Toby Carlisle,Consumer
2013-09-30,North,Office Supplies,Art,10,0.08,Shahid Shariari,Consumer
2013-11-09,EMEA,Office Supplies,Art,27,2.37,Joy Bell-,Consumer
2013-11-18,EMEA,Office Supplies,Art,52,8.76,Christina Anderson,Consumer
2013-11-23,EMEA,Office Supplies,Art,29,3.18,Thais Sissman,Consumer
2013-12-22,Canada,Office Supplies,Art,55,26.16,Shahid Shariari,Consumer
2014-01-24,EMEA,Office Supplies,Art,45,8.49,Jeremy Lonsdale,Consumer
2014-01-31,EMEA,Office Supplies,Art,16,1.71,Thais Sissman,Consumer
2014-02-18,Canada,Office Supplies,Art,28,2.19,Jim Karlsson,Consumer
2014-03-10,EMEA,Office Supplies,Art,22,3.96,Gary McGarr,Consumer
2014-03-13,EMEA,Office Supplies,Art,52,1.53,Anna Gayman,Consumer
2014-04-25,EMEA,Office Supplies,Art,51,16.23,Becky Martin,Consumer
2014-06-17,EMEA,Office Supplies,Art,47,21.96,Philip Brown,Consumer
2014-06-24,North,Office Supplies,Art,16,5.78,Seth Vernon,Consumer
2014-07-28,EMEA,Office Supplies,Art,27,7.47,Jonathan Howell,Consumer
2014-07-29,EMEA,Office Supplies,Art,44,14.64,Larry Blacks,Consumer
2014-08-26,EMEA,Office Supplies,Art,48,9.03,Patrick O'Brill,Consumer
2014-09-05,North,Office Supplies,Art,11,5.1,Lena Creighton,Consumer
2014-09-24,EMEA,Office Supplies,Art,52,7.77,Janet Lee,Consumer
2014-10-02,EMEA,Office Supplies,Art,57,0.54,Michelle Moray,Consumer
2014-10-09,EMEA,Office Supplies,Art,32,12.21,Khloe Miller,Consumer
2014-11-20,South,Office Supplies,Art,20,9.46,Steven Cartwright,Consumer
2014-11-24,EMEA,Office Supplies,Art,48,9.03,Nora Preis,Consumer
2014-12-02,EMEA,Office Supplies,Art,25,8.37,Ritsa Hightower,Consumer
2014-12-03,North,Office Supplies,Art,18,3.9,Theone Pippenger,Consumer
2014-12-04,North,Office Supplies,Art,16,7.04,Russell Applegate,Consumer
2014-12-15,EMEA,Office Supplies,Art,49,7.89,Sean Christensen,Consumer
2014-12-17,EMEA,Office Supplies,Art,17,6.06,Darren Powers,Consumer
2014-12-23,Canada,Office Supplies,Art,54,18.33,Vivian Mathis,Consumer
2011-01-07,Africa,Office Supplies,Art,45,8.49,Stewart Visinsky,Consumer
2011-01-27,Africa,Office Supplies,Art,17,2.46,Liz Pelletier,Consumer
2011-01-27,Africa,Office Supplies,Art,20,5.22,Liz Pelletier,Consumer
2011-03-09,Africa,Office Supplies,Art,17,6.06,Anna Gayman,Consumer
2011-03-09,Africa,Office Supplies,Art,51,6.6,Anna Gayman,Consumer
2011-11-28,Africa,Office Supplies,Art,22,3.96,Sarah Foster,Consumer
2011-12-08,Africa,Office Supplies,Art,25,6.84,Joseph Holt,Consumer
2011-12-26,Africa,Office Supplies,Art,46,21.03,Maria Bertelson,Consumer
2012-01-17,Africa,Office Supplies,Art,29,3.78,Frank Olsen,Consumer
2012-01-21,Africa,Office Supplies,Art,30,10.35,Greg Matthias,Consumer
2012-01-21,Africa,Office Supplies,Art,47,21.96,Greg Matthias,Consumer
2012-01-31,Africa,Office Supplies,Art,54,4.29,Liz Willingham,Consumer
2012-03-19,Africa,Office Supplies,Art,11,0.99,Liz MacKendrick,Consumer
2012-04-12,Africa,Office Supplies,Art,53,23.16,Brian DeCherney,Consumer
2012-05-02,Africa,Office Supplies,Art,17,7.14,Ralph Arnett,Consumer
2012-06-07,Africa,Office Supplies,Art,26,9.03,MaryBeth Skach,Consumer
2012-08-07,Africa,Office Supplies,Art,27,13.53,Ralph Arnett,Consumer
2012-08-14,Africa,Office Supplies,Art,54,12.39,Richard Eichhorn,Consumer
2012-09-07,Africa,Office Supplies,Art,20,6.66,Henia Zydlo,Consumer
2012-10-10,Africa,Office Supplies,Art,15,2.61,Vivian Mathis,Consumer
2012-11-20,Africa,Office Supplies,Art,49,22.86,Arthur Prichep,Consumer
2012-11-21,Africa,Office Supplies,Art,15,5.43,Muhammed Lee,Consumer
2012-12-13,Africa,Office Supplies,Art,45,8.49,Benjamin Patterson,Consumer
2012-12-29,Africa,Office Supplies,Art,29,3.18,Ralph Arnett,Consumer
2013-01-25,Africa,Office Supplies,Art,16,0.63,Paul Gonzalez,Consumer
2013-02-27,Africa,Office Supplies,Art,14,1.56,Patrick O'Brill,Consumer
2013-03-30,Africa,Office Supplies,Art,27,13.53,Ryan Akin,Consumer
2013-05-15,Africa,Office Supplies,Art,12,3.45,Delfina Latchford,Consumer
2013-05-17,Africa,Office Supplies,Art,49,8.73,Anemone Ratner,Consumer
2013-08-02,Africa,Office Supplies,Art,54,0.0,Shaun Weien,Consumer
2013-08-03,Africa,Office Supplies,Art,19,4.2,Pauline Johnson,Consumer
2013-08-06,Africa,Office Supplies,Art,11,0.99,Mitch Webber,Consumer
2013-08-09,Africa,Office Supplies,Art,28,1.11,Brian Stugart,Consumer
2013-08-30,Africa,Office Supplies,Art,52,1.53,Sally Knutson,Consumer
2013-09-25,Africa,Office Supplies,Art,48,9.03,John Murray,Consumer
2013-10-09,Africa,Office Supplies,Art,27,7.47,Dana Kaydos,Consumer
2013-10-09,Africa,Office Supplies,Art,49,14.16,Dana Kaydos,Consumer
2013-10-09,Africa,Office Supplies,Art,46,21.03,Dana Kaydos,Consumer
2013-10-09,Africa,Office Supplies,Art,50,11.91,Dana Kaydos,Consumer
2013-11-06,Africa,Office Supplies,Art,20,6.66,Ed Jacobs,Consumer
2013-12-05,Africa,Office Supplies,Art,49,22.86,Karl Braun,Consumer
2013-12-26,Africa,Office Supplies,Art,32,12.21,Lisa Hazard,Consumer
2013-12-26,Africa,Office Supplies,Art,51,14.64,Lisa Hazard,Consumer
2014-01-15,Africa,Office Supplies,Art,28,1.11,Jim Karlsson,Consumer
2014-04-22,Africa,Office Supplies,Art,25,7.92,Thea Hendricks,Consumer
2014-05-02,Africa,Office Supplies,Art,13,0.24,Jessica Myrick,Consumer
2014-05-27,Africa,Office Supplies,Art,13,4.23,Angele Hood,Consumer
2014-06-16,Africa,Office Supplies,Art,30,4.83,Naresj Patel,Consumer
2014-06-18,Africa,Office Supplies,Art,25,9.78,Jason Fortune-,Consumer
2014-07-14,Africa,Office Supplies,Art,30,4.83,Tony Molinari,Consumer
2014-07-19,Africa,Office Supplies,Art,22,3.96,Anne McFarland,Consumer
2014-08-04,Africa,Office Supplies,Art,27,13.53,Gary Zandusky,Consumer
2014-08-06,Africa,Office Supplies,Art,46,7.29,Katrina Willman,Consumer
2014-08-12,Africa,Office Supplies,Art,19,4.2,Dennis Kane,Consumer
2014-08-22,Africa,Office Supplies,Art,51,14.64,Dave Kipp,Consumer
2014-09-03,Africa,Office Supplies,Art,54,18.33,Pierre Wener,Consumer
2014-09-03,Africa,Office Supplies,Art,25,1.5,Pierre Wener,Consumer
2014-09-15,Africa,Office Supplies,Art,30,6.84,Michael Nguyen,Consumer
2014-09-15,Africa,Office Supplies,Art,19,6.81,Mark Hamilton,Consumer
2014-10-22,Africa,Office Supplies,Art,29,11.88,Roger Demir,Consumer
2014-11-02,Africa,Office Supplies,Art,46,21.03,Nick Radford,Consumer
2014-11-06,Africa,Office Supplies,Art,17,6.06,Greg Tran,Consumer
2014-11-18,Africa,Office Supplies,Art,54,4.29,Alex Grayson,Consumer
2014-11-21,Africa,Office Supplies,Art,18,6.06,Toby Swindell,Consumer
2014-11-21,Africa,Office Supplies,Art,16,1.71,Jonathan Howell,Consumer
2014-12-26,Africa,Office Supplies,Art,49,20.88,Thomas Thornton,Consumer
2011-05-02,EMEA,Office Supplies,Art,59,2.88,Richard Bierner,Consumer
2011-05-30,EMEA,Office Supplies,Art,54,24.78,Arianne Irving,Consumer
2011-06-15,North Asia,Office Supplies,Art,26,4.44,Greg Hansen,Consumer
2011-06-19,EMEA,Office Supplies,Art,58,8.1,Jeremy Lonsdale,Consumer
2011-06-21,Oceania,Office Supplies,Art,110,43.92,Arianne Irving,Consumer
2011-06-27,Central,Office Supplies,Art,67,1.32,Nick Radford,Consumer
2011-07-27,Central,Office Supplies,Art,66,31.64,Liz Preis,Consumer
2011-08-01,Africa,Office Supplies,Art,99,23.82,Harry Greene,Consumer
2011-08-10,North,Office Supplies,Art,39,15.16,Jasper Cacioppo,Consumer
2011-09-06,EMEA,Office Supplies,Art,49,19.56,Emily Burns,Consumer
2011-09-28,Central,Office Supplies,Art,37,12.88,Dianna Vittorini,Consumer
2011-10-07,North Asia,Office Supplies,Art,34,15.84,Helen Abelman,Consumer
2011-11-08,EMEA,Office Supplies,Art,32,3.42,Denny Ordway,Consumer
2011-11-21,EMEA,Office Supplies,Art,24,10.02,Rob Beeghly,Consumer
2011-11-26,North Asia,Office Supplies,Art,53,3.72,Laurel Elliston,Consumer
2011-12-08,Africa,Office Supplies,Art,61,20.58,Joseph Holt,Consumer
2011-12-30,EMEA,Office Supplies,Art,53,4.74,Joy Daniels,Consumer
2012-01-23,EMEA,Office Supplies,Art,38,8.4,Roger Demir,Consumer
2012-02-10,EMEA,Office Supplies,Art,59,2.88,Giulietta Baptist,Consumer
2012-02-21,Central,Office Supplies,Art,73,25.6,Pierre Wener,Consumer
2012-03-13,EMEA,Office Supplies,Art,53,4.74,John Stevenson,Consumer
2012-03-19,Africa,Office Supplies,Art,110,38.46,Liz MacKendrick,Consumer
2012-04-13,Central,Office Supplies,Art,25,3.52,Joel Eaton,Consumer
2012-04-25,North Asia,Office Supplies,Art,97,20.4,Theone Pippenger,Consumer
2012-05-12,Caribbean,Office Supplies,Art,39,18.92,Art Foster,Consumer
2012-06-15,Oceania,Office Supplies,Art,47,17.4,Maxwell Schwartz,Consumer
2012-06-18,EMEA,Office Supplies,Art,29,9.54,Mike Kennedy,Consumer
2012-08-20,Canada,Office Supplies,Art,104,38.28,Seth Vernon,Consumer
2012-08-30,EMEA,Office Supplies,Art,53,21.6,Ralph Kennedy,Consumer
2012-10-12,Central,Office Supplies,Art,18,0.32,Erica Hackney,Consumer
2012-11-03,EMEA,Office Supplies,Art,35,14.28,Dana Kaydos,Consumer
2012-11-06,EMEA,Office Supplies,Art,35,3.12,Paul MacIntyre,Consumer
2012-11-26,Southeast Asia,Office Supplies,Art,60,16.08,John Dryer,Consumer
2012-11-30,North Asia,Office Supplies,Art,95,16.14,Ruben Dartt,Consumer
2012-12-03,South,Office Supplies,Art,68,32.44,Maureen Gnade,Consumer
2012-12-12,Africa,Office Supplies,Art,26,8.46,Jonathan Howell,Consumer
2012-12-14,South,Office Supplies,Art,35,13.72,Anna Andreadi,Consumer
2012-12-21,Central,Office Supplies,Art,69,2.76,Alejandro Grove,Consumer
2013-01-08,North,Office Supplies,Art,66,17.88,Paul Gonzalez,Consumer
2013-01-22,Central Asia,Office Supplies,Art,34,11.22,Arthur Gainer,Consumer
2013-02-28,North,Office Supplies,Art,30,12.28,David Flashing,Consumer
2013-03-13,EMEA,Office Supplies,Art,21,9.06,Kean Takahito,Consumer
2013-03-20,EMEA,Office Supplies,Art,101,32.46,MaryBeth Skach,Consumer
2013-03-25,EMEA,Office Supplies,Art,26,8.46,Bruce Degenhardt,Consumer
2013-03-25,Oceania,Office Supplies,Art,107,35.4,Ryan Crowe,Consumer
2013-04-05,Africa,Office Supplies,Art,52,17.7,Brian Stugart,Consumer
2013-04-18,Africa,Office Supplies,Art,100,0.0,Chris Cortes,Consumer
2013-04-27,EMEA,Office Supplies,Art,101,32.46,Troy Blackwell,Consumer
2013-05-09,EMEA,Office Supplies,Art,58,6.36,Ivan Liston,Consumer
2013-06-01,North Asia,Office Supplies,Art,31,4.32,Brian DeCherney,Consumer
2013-06-03,Africa,Office Supplies,Art,64,24.42,Resi Pölking,Consumer
2013-06-03,North Asia,Office Supplies,Art,91,19.98,Liz Preis,Consumer
2013-06-03,Canada,Office Supplies,Art,22,5.28,Liz Preis,Consumer
2013-06-03,Canada,Office Supplies,Art,32,11.76,Liz Preis,Consumer
2013-06-17,EMEA,Office Supplies,Art,29,5.88,Jeremy Ellison,Consumer
2013-06-25,Africa,Office Supplies,Art,38,8.82,Lycoris Saunders,Consumer
2013-07-30,Canada,Office Supplies,Art,44,7.92,Alejandro Grove,Consumer
2013-08-03,Africa,Office Supplies,Art,102,13.2,Pauline Johnson,Consumer
2013-08-15,EMEA,Office Supplies,Art,54,27.06,Jack Lebron,Consumer
2013-08-20,EMEA,Office Supplies,Art,98,28.32,Mary O'Rourke,Consumer
2013-09-04,EMEA,Office Supplies,Art,21,9.06,Mick Brown,Consumer
2013-09-09,South,Office Supplies,Art,69,1.36,Fred McMath,Consumer
2013-09-13,Africa,Office Supplies,Art,93,24.06,Nat Carroll,Consumer
2013-09-25,Africa,Office Supplies,Art,54,27.06,John Murray,Consumer
